,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,AGREEMENT_RK,TARGET,PERSONAL_INCOME,CREDIT_AMOUNT,CLOSED,PROPERTY
3713,42,1,Среднее специальное,Состою в браке,3,2,1,0,60055339,0,8600.0,1,1,0
3714,34,0,Среднее специальное,Разведен(а),2,2,1,0,61372123,0,25000.0,1,0,0
3715,26,1,Среднее специальное,Не состоял в браке,0,0,1,0,65411400,0,9000.0,1,1,0
3716,37,1,Среднее специальное,Состою в браке,2,2,1,0,74480520,0,15000.0,1,0,1
3717,43,0,Среднее специальное,Состою в браке,3,3,1,0,62079038,1,16000.0,1,0,1
3718,30,0,Среднее,Состою в браке,0,0,1,0,74561361,0,8500.0,2,1,1
3719,35,0,Среднее,Состою в браке,1,1,1,0,66837137,0,20000.0,6,1,1
3720,44,1,Среднее специальное,Состою в браке,0,0,1,0,61960556,0,7000.0,1,0,0
3721,35,0,Среднее,Состою в браке,2,2,1,0,67425824,0,15000.0,1,0,1
3722,36,1,Среднее специальное,Состою в браке,2,2,1,0,74948856,0,8000.0,2,1,0
3723,41,1,Среднее специальное,Состою в браке,2,1,1,0,63604293,0,15000.0,1,0,0
3724,45,1,Среднее специальное,Состою в браке,2,1,1,0,60443957,0,7000.0,1,0,0
3725,36,1,Высшее,Не состоял в браке,1,1,1,0,62495997,0,20000.0,1,1,1
3726,55,1,Высшее,Не состоял в браке,0,0,1,1,65214651,0,30000.0,1,0,0
3727,34,1,Среднее специальное,Разведен(а),1,1,1,0,74463378,0,8000.0,1,1,1
3728,41,1,Среднее специальное,Не состоял в браке,0,0,1,0,67318808,0,12000.0,1,0,0
3729,56,1,Среднее специальное,Вдовец/Вдова,3,0,0,1,64362162,0,5200.0,1,0,0
3730,45,1,Среднее,Состою в браке,2,0,1,0,67439654,1,12000.0,2,0,1
3731,50,1,Среднее специальное,Состою в браке,2,1,1,0,67227500,0,10000.0,3,1,0
3732,27,1,Среднее,Не состоял в браке,1,0,1,0,64445948,0,15000.0,1,0,0
3733,22,0,Среднее специальное,Состою в браке,1,2,1,0,66969639,0,10000.0,1,0,1
3734,55,1,Высшее,Состою в браке,1,0,1,0,67147232,0,11000.0,3,1,0
3735,36,0,Среднее специальное,Состою в браке,1,2,1,0,62378454,0,18000.0,1,0,0
3736,38,1,Высшее,Гражданский брак,1,1,1,0,66599218,0,10000.0,2,1,1
3737,53,0,Среднее специальное,Состою в браке,0,0,1,0,61366187,0,13000.0,1,0,1
3738,34,0,Среднее специальное,Состою в браке,1,1,1,0,67440265,0,15000.0,2,0,0
3739,34,1,Высшее,Состою в браке,2,2,1,0,66532779,0,11000.0,2,1,1
3740,38,1,Среднее специальное,Не состоял в браке,0,0,1,0,63901783,0,12000.0,1,0,1
3741,30,1,Среднее,Состою в браке,1,1,1,0,64343942,0,12000.0,2,0,0
3742,30,0,Среднее специальное,Не состоял в браке,0,0,1,0,61036343,0,12000.0,1,1,0
3743,44,0,Высшее,Состою в браке,2,2,1,0,62380087,0,10000.0,1,0,0
3744,41,1,Среднее,Состою в браке,3,1,1,0,61460250,1,8500.0,3,1,0
3745,46,0,Высшее,Состою в браке,2,0,1,0,61250147,0,40000.0,1,1,1
3746,34,0,Среднее,Не состоял в браке,0,0,1,0,67155721,0,8000.0,2,1,0
3747,41,0,Высшее,Разведен(а),2,2,1,0,62487913,0,15000.0,1,1,0
3748,56,1,Среднее специальное,Состою в браке,0,0,0,1,61237099,0,10000.0,1,0,1
3749,30,1,Неполное среднее,Состою в браке,2,0,1,0,62439386,0,8000.0,1,0,1
3750,37,1,Среднее,Не состоял в браке,0,0,1,0,67144294,0,10000.0,4,1,0
3751,54,1,Среднее,Состою в браке,0,0,1,0,60049502,0,6500.0,1,1,0
3752,37,0,Среднее специальное,Состою в браке,2,0,1,0,61160281,0,15000.0,1,0,1
3753,36,1,Высшее,Не состоял в браке,1,1,1,0,62487290,0,25000.0,1,1,1
3754,36,0,Среднее специальное,Разведен(а),1,1,1,0,67443385,0,12000.0,1,0,0
3755,40,1,Высшее,Состою в браке,2,2,1,0,66745592,0,12000.0,2,1,1
3756,48,0,Среднее специальное,Не состоял в браке,0,0,1,0,62435680,0,8000.0,1,1,1
3757,34,1,Среднее,Состою в браке,2,2,1,0,67333366,0,12000.0,2,1,0
3758,25,1,Среднее,Состою в браке,2,2,1,0,61413586,0,8000.0,1,0,0
3759,40,0,Среднее,Состою в браке,0,0,1,0,74845266,0,18000.0,2,1,0
3760,62,1,Высшее,Состою в браке,0,0,0,1,64913015,0,8000.0,1,0,1
3761,30,1,Высшее,Состою в браке,1,0,1,0,67443402,0,10000.0,2,0,1
3762,28,0,Среднее,Состою в браке,1,1,1,0,66841116,0,16000.0,2,1,0
3763,39,1,Среднее специальное,Состою в браке,0,1,1,0,61383235,0,18000.0,1,0,1
3764,31,1,Среднее,Разведен(а),1,1,1,0,66673796,0,9500.0,6,1,1
3765,48,1,Среднее,Разведен(а),0,0,1,0,61414373,0,15000.0,1,0,0
3766,45,1,Среднее специальное,Состою в браке,0,0,1,0,61115094,0,25000.0,1,0,1
3767,32,1,Среднее специальное,Состою в браке,2,2,1,0,62143679,0,15000.0,1,0,0
3768,26,1,Высшее,Состою в браке,0,0,1,0,66767641,1,13000.0,1,1,0
3769,37,1,Среднее специальное,Состою в браке,2,2,1,0,60044590,1,7000.0,1,0,0
3770,27,1,Среднее специальное,Состою в браке,1,1,1,0,62988035,1,25000.0,1,0,1
3771,44,1,Среднее,Состою в браке,1,1,1,0,66757331,0,18000.0,4,1,1
3772,23,1,Высшее,Не состоял в браке,0,0,1,0,66662257,1,20000.0,1,1,1
3773,59,1,Среднее,Состою в браке,0,0,1,1,66519655,0,17000.0,2,1,1
3774,40,1,Среднее специальное,Не состоял в браке,1,1,1,0,75024323,1,20000.0,1,1,0
3775,60,1,Высшее,Состою в браке,0,0,1,0,74993037,0,12000.0,1,1,0
3776,47,0,Среднее специальное,Состою в браке,1,1,1,0,62080530,1,15000.0,1,0,1
3777,32,0,Среднее специальное,Состою в браке,1,1,1,0,62379166,0,14300.0,1,0,0
3778,45,1,Среднее специальное,Состою в браке,1,1,1,0,60045661,0,23000.0,1,0,1
3779,27,1,Высшее,Не состоял в браке,1,1,1,0,60057571,0,13000.0,1,1,0
3780,43,1,Среднее специальное,Состою в браке,1,1,0,1,65226203,0,11000.0,1,0,1
3781,32,1,Среднее,Состою в браке,2,2,1,0,67330256,0,10000.0,2,0,0
3782,49,1,Высшее,Состою в браке,0,0,1,0,63604859,0,25000.0,1,0,1
3783,41,1,Неоконченное высшее,Состою в браке,4,4,1,0,62146494,1,22000.0,1,0,0
3784,26,1,Высшее,Состою в браке,0,0,1,0,65416769,0,7000.0,2,1,0
3785,29,1,Высшее,Не состоял в браке,0,0,1,0,66914711,0,6500.0,1,0,0
3786,25,1,Высшее,Не состоял в браке,0,0,1,0,66192348,0,10000.0,1,0,1
3787,27,1,Высшее,Разведен(а),1,1,1,0,61121032,0,7000.0,1,1,0
3788,39,0,Среднее,Состою в браке,1,1,1,0,67086107,0,8500.0,5,1,1
3789,60,1,Среднее специальное,Состою в браке,6,0,1,1,62249518,0,7000.0,1,0,0
3790,33,1,Среднее специальное,Разведен(а),1,1,1,0,60460634,0,25000.0,1,0,0
3791,27,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,66760539,0,9000.0,2,1,1
3792,53,1,Среднее специальное,Состою в браке,2,0,1,0,61962587,0,20000.0,1,0,1
3793,48,1,Неоконченное высшее,Вдовец/Вдова,1,0,1,0,75072453,1,20000.0,1,0,0
3794,39,1,Среднее,Вдовец/Вдова,3,3,1,0,60464163,0,7000.0,1,0,0
3795,51,0,Среднее,Состою в браке,1,0,1,0,66657578,0,10000.0,2,1,1
3796,31,0,Высшее,Состою в браке,1,1,1,0,61462263,0,27000.0,1,1,0
3797,38,1,Высшее,Не состоял в браке,1,1,1,0,61047184,0,29500.0,1,1,1
3798,46,1,Среднее специальное,Состою в браке,1,0,1,0,60188524,0,6500.0,1,1,0
3799,26,0,Среднее,Разведен(а),2,2,1,0,60383196,0,12000.0,1,0,0
3800,35,1,Высшее,Состою в браке,1,1,1,0,66782570,1,10000.0,2,1,1
3801,31,1,Высшее,Состою в браке,1,1,1,0,64469147,0,10000.0,1,0,1
3802,32,0,Среднее,Состою в браке,1,1,1,0,66657205,0,9500.0,3,1,1
3803,30,1,Высшее,Состою в браке,0,0,1,0,66709308,0,23000.0,2,1,0
3804,41,1,Среднее,Гражданский брак,0,0,1,0,72278938,1,10000.0,1,0,0
3805,38,1,Среднее специальное,Состою в браке,2,1,1,0,61255257,0,16000.0,1,0,1
3806,56,1,Неполное среднее,Состою в браке,0,0,0,1,74191989,0,6500.0,2,1,0
3807,66,1,Среднее,Не состоял в браке,0,0,0,1,64895498,0,7000.0,1,0,0
3808,37,1,Высшее,Разведен(а),1,1,1,0,67319125,0,15000.0,2,0,0
3809,25,0,Среднее специальное,Не состоял в браке,0,0,1,0,61054475,0,15000.0,1,1,1
3810,44,1,Среднее специальное,Не состоял в браке,0,0,1,0,61150368,0,15000.0,1,0,1
3811,58,1,Среднее специальное,Не состоял в браке,2,2,0,1,72287450,0,6000.0,1,0,1
3812,41,0,Среднее,Состою в браке,3,2,1,0,62803384,0,15000.0,1,0,0
3813,27,1,Высшее,Состою в браке,1,1,1,0,62988314,0,7800.0,1,0,0
3814,33,0,Высшее,Состою в браке,0,1,1,0,60387964,0,45000.0,1,0,1
3815,31,1,Высшее,Состою в браке,2,2,1,0,64829441,0,15000.0,1,0,0
3816,32,1,Неоконченное высшее,Не состоял в браке,1,1,1,0,66671165,0,7000.0,2,1,1
3817,53,1,Среднее специальное,Состою в браке,0,0,1,0,60049627,0,7000.0,1,0,0
3818,44,1,Среднее специальное,Состою в браке,0,0,1,0,64844335,0,12000.0,1,0,1
3819,56,1,Среднее специальное,Состою в браке,1,0,1,0,64433416,0,22000.0,2,0,1
3820,41,1,Среднее специальное,Состою в браке,2,0,1,0,61413891,0,11000.0,1,0,1
3821,38,0,Среднее,Не состоял в браке,1,1,1,0,66899382,0,10000.0,4,1,1
3822,25,1,Среднее,Не состоял в браке,0,0,1,0,67152903,1,13000.0,1,1,1
3823,42,1,Высшее,Не состоял в браке,2,0,1,0,64585790,1,35000.0,1,1,0
3824,53,1,Среднее специальное,Состою в браке,2,0,1,0,64554053,0,7000.0,1,0,0
3825,44,0,Высшее,Состою в браке,2,1,1,0,64828804,0,20000.0,1,0,0
3826,29,1,Среднее,Состою в браке,2,2,1,0,74553007,0,10000.0,2,1,0
3827,35,1,Среднее специальное,Состою в браке,2,1,1,0,60113477,0,8000.0,1,0,0
3828,47,1,Среднее специальное,Состою в браке,1,0,1,0,62389487,0,20000.0,1,0,0
3829,62,1,Высшее,Разведен(а),2,0,1,0,63903576,1,22000.0,1,0,1
3830,29,1,Высшее,Не состоял в браке,0,0,1,0,74830295,1,40000.0,1,0,0
3831,54,0,Среднее специальное,Состою в браке,2,0,1,0,60448961,0,25000.0,1,0,0
3832,41,1,Среднее специальное,Состою в браке,2,1,1,0,66198973,0,6000.0,1,0,0
3833,22,0,Среднее специальное,Не состоял в браке,0,0,1,0,62031990,0,10000.0,1,0,0
3834,28,1,Среднее,Не состоял в браке,0,0,1,0,66915898,0,13000.0,2,1,1
3835,43,1,Высшее,Состою в браке,0,0,1,0,67166039,0,12000.0,4,1,1
3836,45,1,Среднее,Состою в браке,1,1,1,0,66328934,1,10000.0,2,1,0
3837,49,1,Высшее,Состою в браке,2,0,1,0,60448615,0,13000.0,1,0,1
3838,36,1,Среднее специальное,Состою в браке,2,2,1,0,60105802,0,7400.0,1,1,0
3839,27,1,Высшее,Состою в браке,0,0,1,0,64601236,0,9000.0,1,1,0
3840,48,1,Неоконченное высшее,Состою в браке,0,0,1,0,66711426,0,15000.0,2,1,1
3841,48,1,Среднее,Не состоял в браке,0,0,1,0,72298442,0,10000.0,1,0,0
3842,47,0,Среднее специальное,Состою в браке,1,1,1,0,62783362,0,10000.0,1,0,1
3843,43,1,Среднее специальное,Вдовец/Вдова,1,1,1,0,66090282,1,10000.0,1,1,0
3844,26,0,Высшее,Не состоял в браке,0,0,1,0,59962281,0,6000.0,1,1,0
3845,22,1,Высшее,Не состоял в браке,0,0,1,0,67550221,1,12000.0,1,0,0
3846,25,1,Среднее специальное,Разведен(а),1,1,1,0,62256740,0,8000.0,1,0,1
3847,38,1,Среднее специальное,Состою в браке,2,2,1,0,64466919,0,10000.0,1,0,0
3848,60,1,Среднее,Не состоял в браке,1,0,1,1,63983776,0,15000.0,1,1,1
3849,35,0,Среднее специальное,Состою в браке,2,0,1,0,61431294,0,15000.0,1,0,1
3850,58,0,Среднее специальное,Состою в браке,2,0,0,1,74529736,0,8000.0,1,1,1
3851,57,0,Среднее,Состою в браке,0,0,1,0,60049582,0,7000.0,1,0,0
3852,42,1,Среднее специальное,Состою в браке,2,1,1,0,61256341,1,9500.0,1,0,0
3853,43,0,Высшее,Состою в браке,0,0,1,0,59967858,0,30000.0,1,1,1
3854,42,1,Среднее специальное,Не состоял в браке,0,0,1,0,74488710,0,17000.0,1,1,1
3855,48,1,Среднее специальное,Состою в браке,2,0,1,0,64377787,0,15000.0,1,0,0
3856,58,1,Среднее специальное,Состою в браке,6,0,1,1,74523153,0,9000.0,1,1,0
3857,33,0,Среднее,Состою в браке,1,0,1,0,66770570,0,25000.0,2,1,1
3858,43,1,Среднее,Состою в браке,2,0,1,0,61533148,0,9000.0,1,1,0
3859,25,0,Среднее,Не состоял в браке,0,0,1,0,62629073,0,10000.0,1,0,1
3860,33,1,Высшее,Разведен(а),1,1,1,0,62026630,0,8000.0,1,0,1
3861,61,1,Неполное среднее,Вдовец/Вдова,4,0,1,1,67228164,0,15000.0,1,1,0
3862,38,1,Высшее,Состою в браке,1,1,1,0,61436346,0,8200.0,2,0,0
3863,29,1,Высшее,Разведен(а),1,1,1,0,64370996,0,15000.0,2,1,0
3864,31,1,Среднее,Не состоял в браке,1,1,1,0,62092622,0,16000.0,1,0,1
3865,39,1,Среднее,Состою в браке,2,2,1,0,74472203,0,15000.0,2,1,1
3866,44,1,Среднее,Вдовец/Вдова,1,0,1,0,74463098,0,15000.0,2,1,0
3867,57,1,Среднее,Не состоял в браке,2,0,1,1,66739118,0,15000.0,6,1,0
3868,43,1,Среднее специальное,Состою в браке,1,0,1,0,61962438,0,10000.0,1,0,0
3869,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,65488846,0,12000.0,1,1,0
3870,48,1,Среднее,Состою в браке,2,0,1,0,62372390,0,20000.0,1,0,0
3871,56,1,Среднее специальное,Состою в браке,0,0,1,1,67426275,0,10000.0,2,0,1
3872,36,1,Среднее специальное,Состою в браке,0,0,1,0,74042362,0,7000.0,1,0,1
3873,34,1,Высшее,Состою в браке,1,0,1,0,63990870,0,10000.0,1,0,1
3874,36,1,Среднее,Гражданский брак,0,0,1,0,61532469,0,6000.0,1,0,0
3875,44,1,Два и более высших образования,Не состоял в браке,1,1,1,0,61468004,0,25000.0,2,1,0
3876,54,1,Высшее,Состою в браке,2,0,0,1,59917902,0,10000.0,1,1,0
3877,54,1,Среднее специальное,Состою в браке,2,0,1,1,72291227,1,12000.0,1,0,0
3878,32,1,Среднее,Не состоял в браке,0,0,1,0,64353292,0,11000.0,1,0,0
3879,46,1,Высшее,Состою в браке,1,0,1,0,67155051,0,17000.0,2,1,1
3880,52,1,Среднее специальное,Не состоял в браке,0,0,1,0,61109099,0,20000.0,1,1,1
3881,30,1,Среднее,Состою в браке,1,1,1,0,66765253,0,9500.0,1,1,0
3882,33,1,Высшее,Состою в браке,2,1,1,0,63094450,0,10000.0,1,0,1
3883,56,1,Среднее,Состою в браке,0,0,0,1,64559622,0,7000.0,1,0,0
3884,27,1,Среднее,Состою в браке,0,0,1,0,74657132,0,10000.0,2,0,0
3885,41,1,Среднее специальное,Не состоял в браке,1,1,1,0,60186260,0,8000.0,1,0,0
3886,57,1,Среднее специальное,Состою в браке,3,0,0,1,60400590,0,6000.0,1,0,0
3887,36,1,Среднее,Не состоял в браке,1,1,0,1,74193007,0,7000.0,2,0,0
3888,46,1,Высшее,Состою в браке,0,0,1,0,60389163,0,20000.0,1,0,1
3889,25,1,Среднее,Состою в браке,0,0,1,0,66189135,0,10000.0,1,0,0
3890,30,1,Среднее специальное,Разведен(а),1,1,1,0,66906664,0,20000.0,2,1,0
3891,39,0,Среднее,Состою в браке,2,2,1,0,75281339,1,10000.0,2,0,1
3892,34,0,Высшее,Состою в браке,2,2,1,0,61520248,0,30000.0,1,0,1
3893,33,0,Среднее специальное,Состою в браке,1,2,1,0,61255052,0,15000.0,1,0,0
3894,27,0,Неоконченное высшее,Состою в браке,0,0,1,0,66586123,0,11000.0,6,1,0
3895,32,1,Среднее специальное,Состою в браке,1,1,1,0,66761385,0,7000.0,1,1,0
3896,39,1,Среднее,Разведен(а),2,1,1,0,62180610,1,9000.0,1,0,0
3897,37,1,Высшее,Не состоял в браке,1,1,1,0,66750364,0,12000.0,2,1,0
3898,46,1,Среднее специальное,Не состоял в браке,1,0,1,0,62365247,0,12000.0,1,0,1
3899,35,0,Среднее,Не состоял в браке,0,0,1,0,74655610,0,12000.0,3,1,1
3900,33,1,Среднее,Состою в браке,2,2,1,0,67147499,1,12000.0,4,1,1
3901,59,0,Высшее,Разведен(а),1,0,0,1,61143551,0,6000.0,1,0,1
3902,31,0,Среднее,Состою в браке,1,1,1,0,74961042,0,11000.0,2,1,0
3903,36,1,Среднее,Разведен(а),2,2,1,0,61455258,0,22000.0,2,1,1
3904,26,0,Среднее специальное,Состою в браке,1,1,1,0,61469656,0,17000.0,1,0,0
3905,61,1,Высшее,Состою в браке,0,0,1,1,67160839,0,13500.0,2,1,0
3906,31,0,Среднее специальное,Состою в браке,1,1,1,0,61971593,0,9500.0,1,0,1
3907,26,0,Высшее,Состою в браке,1,1,1,0,66402823,0,11000.0,2,1,1
3908,35,1,Среднее,Состою в браке,1,1,1,0,67174038,0,15000.0,3,1,1
3909,29,1,Высшее,Не состоял в браке,0,0,1,0,62988052,0,15000.0,1,0,1
3910,60,1,Среднее специальное,Состою в браке,0,0,1,0,62094492,0,7000.0,1,0,1
3911,42,1,Среднее специальное,Не состоял в браке,1,1,1,0,64831121,0,6000.0,1,0,0
3912,51,1,Среднее специальное,Вдовец/Вдова,2,1,1,0,62367016,0,50000.0,1,0,1
3913,35,0,Высшее,Состою в браке,1,1,1,0,66537982,0,15000.0,2,1,1
3914,51,1,Высшее,Не состоял в браке,2,0,1,1,61520499,1,12500.0,1,0,0
3915,46,1,Среднее специальное,Состою в браке,3,1,1,0,62492229,0,25000.0,1,1,0
3916,49,0,Среднее,Не состоял в браке,0,0,1,0,75015155,0,20000.0,3,0,1
3917,44,1,Среднее специальное,Не состоял в браке,1,1,1,0,59933221,0,7000.0,1,1,0
3918,43,0,Высшее,Состою в браке,1,1,1,0,72291229,0,18000.0,1,0,1
3919,36,1,Среднее специальное,Разведен(а),0,1,1,0,67437733,0,10000.0,1,0,0
3920,23,0,Среднее специальное,Состою в браке,0,0,1,0,61307120,0,9000.0,1,0,0
3921,29,1,Среднее специальное,Разведен(а),1,1,1,0,66335733,0,15000.0,2,1,0
3922,50,0,Высшее,Состою в браке,4,1,1,0,61298854,0,12000.0,1,1,0
3923,43,0,Среднее специальное,Состою в браке,2,1,1,0,61428690,0,25000.0,1,0,1
3924,56,1,Среднее специальное,Состою в браке,2,0,1,0,62261306,0,11000.0,2,1,0
3925,31,0,Высшее,Состою в браке,2,2,1,0,62990719,0,40000.0,1,0,1
3926,39,0,Среднее специальное,Состою в браке,2,2,1,0,61126590,0,12000.0,1,1,0
3927,52,1,Среднее специальное,Не состоял в браке,2,0,1,0,73846119,0,15000.0,1,0,0
3928,25,0,Среднее,Не состоял в браке,0,0,1,0,61867547,0,7000.0,1,0,0
3929,26,1,Среднее специальное,Не состоял в браке,1,1,1,0,65399330,0,12000.0,1,1,1
3930,44,1,Среднее,Состою в браке,1,0,1,0,67446147,0,12000.0,1,0,0
3931,29,1,Среднее специальное,Состою в браке,1,1,1,0,61356200,0,10000.0,2,1,0
3932,30,1,Среднее,Состою в браке,2,2,1,0,64273127,0,7000.0,2,1,0
3933,51,1,Среднее,Не состоял в браке,1,1,1,0,64456802,0,12000.0,1,0,0
3934,64,1,Среднее специальное,Состою в браке,0,0,0,1,74026161,0,7000.0,1,0,0
3935,23,1,Среднее,Состою в браке,1,1,1,0,59933246,1,12000.0,1,1,1
3936,30,1,Среднее,Состою в браке,1,1,1,0,66673808,0,12000.0,2,1,0
3937,34,1,Среднее,Состою в браке,0,0,0,1,67529165,0,8000.0,2,0,0
3938,39,0,Высшее,Состою в браке,2,2,1,0,73820368,1,20000.0,1,0,0
3939,48,1,Среднее специальное,Состою в браке,0,0,1,0,60097305,0,18000.0,1,0,1
3940,62,1,Среднее,Состою в браке,0,0,1,1,66762731,0,18000.0,2,1,0
3941,27,1,Высшее,Не состоял в браке,0,0,1,0,66748797,0,10000.0,3,1,1
3942,55,0,Среднее,Состою в браке,0,0,1,0,66405999,0,5500.0,3,1,1
3943,26,0,Среднее специальное,Состою в браке,0,0,1,0,66755136,1,15000.0,3,1,0
3944,29,1,Среднее,Состою в браке,2,2,1,0,66898032,0,11000.0,2,0,1
3945,40,1,Среднее специальное,Состою в браке,2,2,1,0,75289331,0,12000.0,1,0,0
3946,27,1,Среднее специальное,Состою в браке,1,1,1,0,63627761,0,10000.0,1,1,0
3947,38,1,Высшее,Состою в браке,2,2,1,0,62439152,0,7500.0,1,0,1
3948,55,0,Среднее специальное,Состою в браке,1,0,1,0,64834844,0,15000.0,1,0,0
3949,48,1,Высшее,Состою в браке,3,2,1,0,60473731,0,13500.0,2,0,1
3950,30,0,Среднее специальное,Состою в браке,1,1,1,0,67153066,0,24000.0,1,1,1
3951,38,1,Высшее,Состою в браке,2,2,1,0,62505809,0,15000.0,1,1,0
3952,52,1,Среднее специальное,Состою в браке,2,0,1,0,63907753,0,12000.0,1,0,0
3953,29,1,Высшее,Не состоял в браке,0,0,1,0,62082885,0,28000.0,1,0,0
3954,28,1,Высшее,Не состоял в браке,1,1,1,0,60054524,0,12000.0,1,0,1
3955,45,1,Среднее специальное,Не состоял в браке,1,1,1,0,62793245,0,12000.0,1,1,1
3956,46,1,Среднее,Разведен(а),2,0,1,0,74950082,0,10000.0,4,1,0
3957,51,1,Среднее специальное,Состою в браке,0,0,1,0,63603328,0,13000.0,1,1,0
3958,49,0,Среднее,Не состоял в браке,0,0,1,0,61844253,0,25000.0,1,1,1
3959,51,1,Среднее специальное,Состою в браке,1,0,1,0,61225247,0,11500.0,1,0,0
3960,55,1,Среднее,Состою в браке,1,0,1,0,67540669,0,6000.0,2,1,0
3961,39,0,Среднее,Состою в браке,2,2,1,0,62139062,0,10000.0,1,0,0
3962,55,1,Среднее специальное,Состою в браке,2,0,1,1,61043714,0,9500.0,1,1,0
3963,36,1,Среднее специальное,Состою в браке,4,4,1,0,64888006,0,14000.0,1,1,0
3964,38,1,Среднее специальное,Разведен(а),1,1,1,0,74040765,0,7000.0,1,0,0
3965,30,0,Высшее,Состою в браке,1,2,1,0,67162635,0,13000.0,2,1,0
3966,44,1,Среднее,Состою в браке,1,1,1,0,63906305,0,11500.0,1,0,1
3967,30,1,Среднее специальное,Состою в браке,2,2,1,0,66856293,1,8000.0,2,0,0
3968,25,1,Среднее,Не состоял в браке,1,1,1,0,63901003,0,10000.0,1,0,0
3969,35,1,Среднее,Состою в браке,2,2,1,0,74179119,1,9500.0,2,0,1
3970,46,1,Среднее специальное,Состою в браке,2,1,1,0,74840843,0,13000.0,1,0,0
3971,48,0,Среднее специальное,Состою в браке,0,0,1,0,73840646,0,25000.0,1,0,1
3972,35,1,Неполное среднее,Вдовец/Вдова,2,2,1,0,60118211,1,6200.0,1,0,0
3973,49,0,Среднее специальное,Состою в браке,2,0,1,0,61413311,0,12000.0,2,1,0
3974,27,0,Среднее,Состою в браке,1,0,1,0,66710237,1,8000.0,2,1,0
3975,49,1,Высшее,Не состоял в браке,0,0,1,0,73831460,0,11000.0,1,0,0
3976,49,0,Среднее специальное,Не состоял в браке,1,0,1,0,60089889,0,15000.0,1,0,0
3977,31,1,Высшее,Состою в браке,2,2,1,0,66899044,0,14000.0,1,0,0
3978,42,0,Среднее специальное,Состою в браке,2,2,1,0,59976017,0,23000.0,1,1,0
3979,24,0,Среднее специальное,Состою в браке,0,0,1,0,59932008,0,20000.0,1,1,1
3980,48,1,Среднее,Вдовец/Вдова,2,2,1,0,66328915,0,6000.0,2,1,1
3981,33,1,Неоконченное высшее,Состою в браке,1,1,1,0,67093543,0,20000.0,3,1,1
3982,60,1,Неполное среднее,Вдовец/Вдова,2,0,0,1,61166358,0,7000.0,1,0,1
3983,40,1,Среднее специальное,Не состоял в браке,2,2,1,0,63091518,0,10000.0,1,1,0
3984,39,0,Среднее специальное,Состою в браке,1,1,1,0,59966502,0,8000.0,1,0,0
3985,49,1,Среднее специальное,Состою в браке,2,0,1,0,64471499,0,20000.0,1,0,0
3986,34,0,Среднее,Состою в браке,3,3,1,0,64279643,0,11000.0,1,1,1
3987,27,0,Высшее,Состою в браке,2,2,1,0,62376762,0,16000.0,1,0,0
3988,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,66412460,1,16000.0,1,1,1
3989,27,1,Среднее специальное,Состою в браке,2,2,1,0,59968300,0,10000.0,1,0,1
3990,28,1,Высшее,Состою в браке,1,0,1,0,74462859,0,15000.0,5,1,0
3991,49,1,Среднее специальное,Не состоял в браке,1,0,1,0,62132000,0,30000.0,1,0,0
3992,25,0,Среднее специальное,Не состоял в браке,0,0,1,0,59939625,0,24000.0,2,1,0
3993,48,1,Среднее,Разведен(а),2,1,1,0,63314442,0,11500.0,2,0,1
3994,53,1,Высшее,Состою в браке,0,0,1,0,67544353,0,9000.0,1,1,0
3995,34,0,Среднее специальное,Состою в браке,2,2,1,0,62446903,0,12000.0,1,1,1
3996,56,1,Среднее,Вдовец/Вдова,2,2,1,0,74168600,0,6000.0,2,1,0
3997,33,1,Высшее,Не состоял в браке,0,0,1,0,63910571,0,6400.0,1,0,0
3998,46,1,Среднее,Вдовец/Вдова,3,1,1,0,67322342,1,16000.0,2,0,0
3999,28,1,Среднее,Состою в браке,0,0,1,0,66703572,0,7000.0,3,1,0
4000,43,1,Среднее,Состою в браке,2,2,1,0,66318239,0,8000.0,3,1,0
4001,56,1,Среднее,Разведен(а),2,0,0,1,74021267,0,5500.0,1,0,0
4002,50,0,Среднее специальное,Разведен(а),2,0,1,0,61428322,0,10000.0,1,0,1
4003,54,0,Среднее,Разведен(а),2,0,1,0,67437405,1,20000.0,2,1,1
4004,44,0,Среднее,Состою в браке,3,1,1,0,65388488,0,10000.0,1,1,0
4005,52,0,Среднее специальное,Состою в браке,2,0,1,0,62942200,0,15000.0,1,0,0
4006,42,1,Среднее специальное,Состою в браке,2,1,1,0,63636270,0,25000.0,1,1,0
4007,37,0,Высшее,Состою в браке,0,0,1,0,64439308,1,19000.0,1,0,1
4008,47,0,Высшее,Состою в браке,1,1,1,0,61309987,0,18000.0,1,1,0
4009,61,1,Среднее,Состою в браке,2,0,1,1,67229018,0,11000.0,2,1,1
4010,35,1,Среднее специальное,Состою в браке,1,1,1,0,63321546,0,10000.0,1,0,0
4011,57,0,Среднее специальное,Не состоял в браке,0,0,1,0,64552883,0,13000.0,1,0,1
4012,54,1,Среднее специальное,Разведен(а),2,0,1,0,61298783,0,12000.0,1,0,1
4013,28,1,Среднее специальное,Состою в браке,3,3,1,0,66925628,0,8000.0,1,0,1
